broken_name,occurrences,sample_sources
Giese反应,4,04-题库/教材习题/ABOC/题-041-ABOC-FT0-Stream-光化学与自由基反应.md; 07-资料提炼/书籍提炼/提炼-ABOC-PhaseD-习题拆题清单.md; 07-资料提炼/书籍提炼/提炼-ABOC-第11章-解题训练.md
酸催化,4,04-题库/教材习题/ABOC/题-066-ABOC-Ch2-2.3-缩醛形成机理.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-9-1-酰胺转化与环化.md; 04-题库/真题/第38届初赛/题-038-6-2-2-氢溴酸作用.md
碳酸钙,4,04-题库/教材习题/上海中学竞赛课程/题-027-上海中学-氮族元素-习题7.md; 04-题库/教材习题/化学竞赛初赛讲义/题-068-初赛讲义-溶液与化学分析-习题9.37.md; 04-题库/教材习题/无机化学例题与习题/Ch12-碱金属和碱土金属/例题/例12.6-物质推断题.md
缺陷,4,04-题库/教材习题/化学竞赛初赛讲义/题-035-初赛讲义-晶体结构-习题7.32.md; 04-题库/教材习题/化学竞赛初赛讲义/题-036-初赛讲义-晶体结构-习题7.33.md
硒化学,4,04-题库/教材习题/化学竞赛初赛讲义/题-043-初赛讲义-推断技术-习题6.37.md; 04-题库/真题/第35届决赛/理论/第一场/题-35决理-1-1-硒的提取与同位素化学.md; 04-题库/真题/第36届初赛/题-036-1-2-硒代硫酸根氧化.md
误差分析,4,04-题库/教材习题/化学竞赛初赛讲义/题-055-初赛讲义-溶液与化学分析-习题9.32.md; 04-题库/真题/第31届决赛/理论/题-031决-4-EDTA滴定分析.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-4-2-赖氨酸滴定方法.md
滴定误差,4,04-题库/教材习题/化学竞赛初赛讲义/题-057-初赛讲义-溶液与化学分析-习题9.34.md; 04-题库/教材习题/化学竞赛初赛讲义/题-058-初赛讲义-溶液与化学分析-习题9.36.md; 04-题库/教材习题/化学竞赛初赛讲义/题-067-初赛讲义-溶液与化学分析-习题9.35.md
沉淀平衡,4,04-题库/教材习题/化学竞赛初赛讲义/题-070-初赛讲义-溶液与化学分析-习题9.40.md; 04-题库/教材习题/无机化学例题与习题/Ch11-配位化学基础/习题/11.25-11.46-简答与计算题.md; 04-题库/教材习题/无机化学例题与习题/Ch11-配位化学基础/例题/例11.9-配位平衡与沉淀平衡.md
盐类水解,4,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.1-8.12-选择题.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.13-8.25-填空题.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.26-弱酸弱碱pH计算.md
共轭酸碱,4,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.1-8.12-选择题.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.13-8.25-填空题.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/习题/8.34-8.36-碱性比较与酸碱质子理论.md
Henderson-Hasselbalch方程,4,04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/例题/例8.8-强碱滴定弱酸求Ka.md; 04-题库/教材习题/无机化学例题与习题/Ch08-酸碱解离平衡/例题/例8.9-弱酸NaOH混合求Ka.md; 04-题库/真题/第26届决赛/理论/题-026决-2-EDTA滴定BiPb.md
羰基配合物,4,04-题库/教材习题/无机化学例题与习题/Ch11-配位化学基础/例题/例11.5-EAN规则.md; 04-题库/真题/第35届决赛/理论/第一场/题-35决理-1-2-磷的羰基配合物化学.md; 07-资料提炼/教学逻辑提炼/Zchem 中级无机结构化学/教学逻辑提炼-Zchem-过渡元素的结构化学-第三轮深化.md
锂的特殊性,4,04-题库/教材习题/无机化学例题与习题/Ch12-碱金属和碱土金属/习题/12.35-12.45-简答题.md; 07-资料提炼/提炼-无机化学第12章-碱金属和碱土金属.md; 12-教学洞察/教学洞察-碱金属碱土金属与稀有气体.md
制备,4,04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/习题/Ch14-制备与鉴别题.md; 04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.35-20.39-分离鉴别与制备.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.50-21.56-分离鉴别与制备.md
鉴别,4,04-题库/教材习题/无机化学例题与习题/Ch14-碳族元素/习题/Ch14-制备与鉴别题.md; 04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.35-20.39-分离鉴别与制备.md; 04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.50-21.56-分离鉴别与制备.md
反应活性,4,04-题库/有机化学/亲核取代与消除反应/题-有机-取代-SN2反应活性排序.md; 04-题库/真题/第30届决赛/理论/题-030决-7-醇→卤代烃反应.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-3-1-超氧离子分子轨道.md
羟汞化反应,4,04-题库/有机化学/加成反应/题-有机-加成-烯烃加成反应立体化学.md; 04-题库/有机化学/加成反应/题-有机-加成-羟汞化脱汞反应区域选择性.md; 04-题库/真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md
酸性比较,4,04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共振与酸性判断冲突分析.md; 04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-碳氢酸性比较与pKa分析.md; 04-题库/真题/第38届初赛/题-038-8-1-酸性比较.md
官能团鉴定,4,04-题库/有机化学/波谱分析/题-有机-波谱-IR-3000以上吸收峰判断.md; 04-题库/有机化学/波谱分析/题-有机-波谱-NMR-C4H6O2推结构.md
化学键振动,4,04-题库/有机化学/波谱分析/题-有机-波谱-IR-C与N键波数排序.md; 04-题库/有机化学/波谱分析/题-有机-波谱-IR约化质量与波数关系.md
同位素峰,4,04-题库/有机化学/波谱分析/题-有机-波谱-MS-含Cl同位素峰强度比.md; 04-题库/有机化学/波谱分析/题-有机-波谱-MS-含双Cl同位素峰强度比.md
可逆反应,4,04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-动力学与热力学产物预测.md; 04-题库/真题/第38届初赛/题-038-9-2-1-三乙基苯产率变化.md; 04-题库/真题/第38届初赛/题-038-9-2-2-产率变化原因.md
碳负离子稳定性,4,04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-碳正离子碳负离子自由基稳定性比较.md; 04-题库/真题/第38届初赛/题-038-8-3-1-化合物3酸性解释.md; 04-题库/真题/第38届初赛/题-038-8-3-2-化合物3与4酸性比较.md
自由基稳定性,4,04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-碳正离子碳负离子自由基稳定性比较.md; 04-题库/有机化学/自由基反应/题-有机-自由基-烷烃卤代选择性计算.md
配位聚合物,4,04-题库/真题/第25届决赛/理论/题-025决-1-3-2-AgSCN聚合物结构.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-1-3-硅烷配位聚合物.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-3-1-MOF5结构与化学式.md
氧化还原方程式配平,4,04-题库/真题/第25届初赛/分析化学/题-025-4-1-固溶体溶解反应.md; 04-题库/真题/第32届初赛/无机和结构化学/题-032-1-1-氮化硅制备方程式.md; 备课思路/第二轮总体备课框架.md
歧化,4,04-题库/真题/第27届初赛/无机和结构化学/题-027-1-5-Fe(OH)2转化为Fe3O4.md; 07-资料提炼/书籍提炼/提炼-无机化学第6版-第5章-氧化还原反应180-212.md; 10-附件/图注/Frost图-氮元素实例.md
多孔材料,4,04-题库/真题/第29届初赛/化学原理/题-029-6-2-甲烷热解与泡沫镍.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-3-1-MOF5结构与化学式.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-3-3-MOF5稳定性.md
"""化学平衡""",4,04-题库/真题/第30届初赛/化学原理/题-030-6-1-295K下N2O4NO2分压计算.md; 04-题库/真题/第30届初赛/化学原理/题-030-6-2-315K下N2O4NO2分压计算.md; 04-题库/真题/第30届初赛/化学原理/题-030-6-3-体积比及物质的量之比.md
氧化学,4,04-题库/真题/第34届决赛/理论/题-34决理-1-3-1-超氧离子分子轨道.md; 04-题库/真题/第34届决赛/理论/题-34决理-1-3-化合物杂化轨道.md
电化学合成,4,04-题库/真题/第34届决赛/理论/题-34决理-2-5-4-合成氨催化剂与电化学.md; 04-题库/真题/第34届决赛/理论/题-34决理-2-5-6-合成氨电化学合成.md
硫,4,04-题库/真题/第35届初赛/无机和结构化学/题-035-1-3-Fe3+氧化硫化物矿.md; 07-资料提炼/教学逻辑提炼/Zchem 元素化学与结构化学/教学逻辑提炼-Zchem-氧族-第一轮.md; 07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 上/教学逻辑提炼-质心-氧族元素-第一轮.md
金属氢化物,4,07-资料提炼/教学逻辑提炼/Zchem 中级无机结构化学/教学逻辑提炼-Zchem-主族元素的结构化学II-第二轮深化.md
熵判据,4,07-资料提炼/教学逻辑提炼/Zchem 物理化学 上/教学逻辑提炼-Zchem-化学平衡-第一三轮.md
电化学腐蚀,4,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-电化学-第一轮.md
蒸馏,4,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-相平衡与胶体-第三轮.md
单组分相图,4,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-相平衡与胶体-第三轮.md
有机化学绪论,4,07-资料提炼/教学逻辑提炼/学而思 有机化学基础/教学逻辑提炼-学而思有机化学基础-批次A-第三轮起步.md; 07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次A-绪论烷烃立体化学.md
氮气,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 上/教学逻辑提炼-质心-硫与氮-第一轮.md; 12-教学洞察/教学洞察-氧族与氮族元素.md
KP-惰性电子对效应,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-p区金属串讲-第一轮.md; 07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-氮族元素与铜副族-第一轮.md
KP-密堆积,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-晶体结构-第一轮.md
KP-碱金属,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
KP-锂的特殊性,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
KP-铍,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
KP-18电子规则,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-铁系元素-第一轮.md
KP-配体对电势的影响,4,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-铁系元素-第一轮.md
{KP名},4,11-模板/Agent-7-KP优化-轻量.md; 11-模板/模板-教学过程总表.md
04-课件/备课大纲/<日期>-<主题>-<班型>,4,11-模板/Agent提示词-知识库使用.md; 11-模板/模板-备课大纲.md; 11-模板/模板-新授课.md
KP-X,4,11-模板/Agent提示词-知识库使用.md; 11-模板/模板-复盘记录.md; 11-模板/模板-课件大纲.md
Lawesson 试剂,4,11-模板/Agent提示词-知识库维护.md; 11-模板/模板-健康检查报告.md; 11-模板/模板-合并迁移计划.md
target,4,11-模板/Agent提示词-知识库维护.md; 11-模板/模板-差异对照表.md
<target>,4,11-模板/Agent提示词-知识库维护.md; 11-模板/模板-合并迁移计划.md
^/,4,11-模板/Agent提示词-知识库维护.md; 11-模板/scripts/LATEX_STRATEGY.md; 11-模板/模板-健康检查报告.md
题型-,4,11-模板/模板-专题.md; 11-模板/模板-知识点.md; 11-模板/模板-考纲条目.md
04-专题与题型/专题-XXX,3,00-首页/Agent标准作业流程.md; 备课思路/提炼→教学转化标准操作.md
图名.ext,3,00-首页/Agent标准作业流程.md; 00-首页/经验沉淀.md
反应坐标,3,00-首页/图片索引.md
有机金属化学,3,00-首页/图片索引.md; 04-专题与题型/专题/专题-配位化学进阶.md; 04-专题与题型/专题/专题-配合物化学.md
索烃,3,00-首页/图片索引.md; 04-题库/真题/第35届决赛/理论/第一场/题-35决理-1-5-分子机器与分子泵.md
轮烷,3,00-首页/图片索引.md; 04-题库/真题/第35届决赛/理论/第一场/题-35决理-1-5-分子机器与分子泵.md
模板效应,3,00-首页/图片索引.md; 07-资料提炼/书籍提炼/提炼-Steed-Atwood-超分子化学第7章-模板和自组装.md
反应机理同源谱系图,3,00-首页/工作日志/2026-05-06.md; 00-首页/知识库待补充清单.md; 09-审计报告/归档首页/知识库待补充清单.md
中环化合物,3,00-首页/工作日志/2026-05-22.md; 04-题库/真题/第36届决赛/理论/第二场/题-36决理-2-10-Wharton碎片化反应.md
铬试剂,3,00-首页/工作日志/2026-05-22.md; 04-题库/教材习题/ABOC/题-065-ABOC-Ch2-2.2.2-CrO3氧化醇机理.md
锂卤交换,3,00-首页/工作日志/2026-05-22.md; 04-题库/真题/第34届初赛/有机化学/题-034-10-3-1-三元环开环与分子内缩合.md
环张力与开环聚合,3,00-首页/工作日志/2026-05-22.md; 04-题库/真题/第34届初赛/有机化学/题-034-4-1-开环聚合热力学驱动力比较.md
质心直播课-L2热力学中_笔记,3,00-首页/工作日志/2026-05-30.md; 07-资料提炼/教学逻辑提炼/质心 化学原理 下/教学逻辑提炼-质心-热力学初步-第一轮.md
07-资料提炼/教学逻辑提炼/质心 化学原理 下/网课上课思路提炼-质心-化学平衡-L4化学平衡-第一轮试点,3,00-首页/工作日志/2026-05-30.md; 07-资料提炼/教学逻辑提炼/质心 化学原理 下/教学逻辑提炼-质心-化学平衡-第一轮.md
07-资料提炼/教学逻辑提炼/质心 化学原理 下/网课上课思路提炼-质心-酸碱理论-L6酸碱平衡-第一轮试点,3,00-首页/工作日志/2026-05-30.md; 03-知识点/化学原理/缓冲溶液.md; 07-资料提炼/教学逻辑提炼/质心 化学原理 下/教学逻辑提炼-质心-酸碱理论-第一轮.md
04-课件/学生讲义/2026-06-23-原子参数比较与电性/,3,00-首页/工作日志/2026-06-24.md; 04-课件/学生讲义/README.md
04-课件/学生讲义/2026-06-23-氧化还原反应/,3,00-首页/工作日志/2026-06-24.md; 04-课件/学生讲义/README.md
04-课件/学生讲义/2026-06-23-晶体结构深化/,3,00-首页/工作日志/2026-06-24.md; 04-课件/学生讲义/README.md
04-课件/学生讲义/2026-06-23-晶体结构深度/,3,00-首页/工作日志/2026-06-24.md; 04-课件/学生讲义/README.md
电化学基础,3,00-首页/工作日志/2026-06-24.md; mineru/03-教材书籍/无机化学第6版Weller/index.md; 备课思路/审计归档/2026-06-20-结构线与化学原理补料导入建议.md
media/xxx.ext,3,00-首页/工作日志/2026-06-29.md; 04-课件/学生讲义/README.md; 11-模板/MD通用规范（Word-PDF共同最优子集）.md
04-题库/,3,02-数据库/README.md; 03-知识点/README.md; 04-专题与题型/README.md
07-资料提炼/,3,03-知识点/README.md; 04-专题与题型/README.md; 备课思路/README.md
决赛要求,3,03-知识点/决赛要求/材料化学.md; 03-知识点/无机和结构化学/氧化加成与还原消除.md
提炼-学而思有机化学基础-批次D-醛酮,3,03-知识点/有机化学/Baeyer-Villiger重排.md; 03-知识点/有机化学/Beckmann重排.md; 03-知识点/有机化学/Cannizzaro反应.md
提炼-学而思有机化学基础-批次E-羧酸羧衍缩合前置与含氮延伸,3,03-知识点/有机化学/Gabriel合成.md; 03-知识点/有机化学/安息香缩合.md; 03-知识点/有机化学/羧酸衍生物.md
03-知识点/分析化学,3,03-知识点/有机化学/Horner-Wadsworth-Emmons反应.md; 03-知识点/有机化学/羧酸衍生物.md; 11-模板/模板-知识点.md
"07-资料提炼/书籍提炼/提炼-ABOC-第2章-基本反应.Replace('.md','')",3,03-知识点/有机化学/加成反应.md; 03-知识点/有机化学/取代反应.md; 03-知识点/有机化学/消除反应.md
反应速率方程,3,04-专题与题型/专题/专题-化学动力学进阶.md; 04-题库/教材习题/物理化学Atkins/主题17-19-动力学与表面过程-习题.md
